Person ID	Career	Pronouns	LGBTQ	Nationality	Needs	Child
497414	Post doctorate or almost	Male	No	Irish	Nil	
473375	"Senior position, lecturers, researchers"	Female	No	British	NA	
486061	"Senior position, lecturers, researchers"	Female	No	Swiss	NA	
403143	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
476357	Post doctorate or almost	Female	No	Indian	NA	
505392	Post doctorate or almost	Female	No	German	NA	
484733	"Students (BSc, MSc, PhD)"	Female	No	Indian	NA	
487362	"Students (BSc, MSc, PhD)"	Female	No	Pakistani	No	
487401	"Senior position, lecturers, researchers"	Male	No	Indian	NA	
505970	Post doctorate or almost	Female	No answer	American	NA	
487345	Post doctorate or almost	Female	No	American	NA	
485649	Post doctorate or almost	Male	Yes	Irish	NA	
488087	"Senior position, lecturers, researchers"	Male	No	Indian	NA	
506809	"Students (BSc, MSc, PhD)"	Male	No	Irish	NA	
487013	Post doctorate or almost	Male	No	Ugandan	I do not eat pork.	
504250	Post doctorate or almost	Female	No	NA	NA	
497114	Post doctorate or almost	Male	No	NA	NA	
487312	"Students (BSc, MSc, PhD)"	Male	No	Indian	No	
484190	"Senior position, lecturers, researchers"	Male	No	German	NA	
485402	Post doctorate or almost	Female	No	Canadian	NA	
485405	Professor or associate	Female	No	British	NA	
503375	"Students (BSc, MSc, PhD)"	Gender queer	Yes	Finnish	NA	
485747	"Senior position, lecturers, researchers"	Female	No	German	NA	
486000	"Senior position, lecturers, researchers"	No answer	No answer	Slowenien	NA	
487737	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
487417	Post doctorate or almost	Male	No	Swiss	NA	
486575	Post doctorate or almost	Male	No	Austrian	NA	
487281	"Students (BSc, MSc, PhD)"	Male	No answer	British	NA	
404859	"Students (BSc, MSc, PhD)"	Female	Yes	American	NA	
486723	"Students (BSc, MSc, PhD)"	Female	Yes	German	NA	
485172	Professor or associate	Male	No	Portugese	NA	
410812	Post doctorate or almost	Female	No	Ukraine	NA	
487259	"Senior position, lecturers, researchers"	Female	No	Croatian	NA	
487352	"Senior position, lecturers, researchers"	Male	No	Swedish	NA	
487423	Professor or associate	Male	No	Brazilian	NA	
503572	"Students (BSc, MSc, PhD)"	Female	No	German	No	
503119	Post doctorate or almost	Female	No answer	Australian	NA	
486864	"Students (BSc, MSc, PhD)"	Male	No answer	German	NA	
505505	"Students (BSc, MSc, PhD)"	Female	No answer	British	NA	
487324	"Students (BSc, MSc, PhD)"	Male	No	Italian	NA	
486822	Post doctorate or almost	Female	No	Greek	NA	
483468	"Students (BSc, MSc, PhD)"	Female	No	NA	NA	
486042	Professor or associate	Gender queer	No	Dual nationality	NA	
503305	"Students (BSc, MSc, PhD)"	Female	No	Indian	NA	
487249	Post doctorate or almost	Female	No	German	NA	
485992	"Students (BSc, MSc, PhD)"	Female	No	Bangladeshi	NA	
502394	"Students (BSc, MSc, PhD)"	Female	No	Indian	NA	
487106	"Students (BSc, MSc, PhD)"	Female	No	Dutch	NA	
486015	Post doctorate or almost	Female	No	French	NA	
504894	Professor or associate	Male	No answer	Chinese	NA	
487261	"Senior position, lecturers, researchers"	Male	No	American	no	
484630	"Students (BSc, MSc, PhD)"	Female	No	Brazilian	NA	
468560	Post doctorate or almost	Male	No answer	NA	NA	
486290	"Students (BSc, MSc, PhD)"	Female	No	Portugese	NA	
487234	"Senior position, lecturers, researchers"	Female	No	Spanish	NA	
486980	"Students (BSc, MSc, PhD)"	Female	No	Italian	No	
486901	"Students (BSc, MSc, PhD)"	Male	No	French	NA	
487400	"Senior position, lecturers, researchers"	Female	No	Czech	NA	
483796	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
487199	"Senior position, lecturers, researchers"	Male	No	Belgian	NA	
488352	Professor or associate	Female	No	German	NA	
485446	"Senior position, lecturers, researchers"	Female	Yes	British	NA	
502765	"Students (BSc, MSc, PhD)"	Female	No	Spanish	NA	
497630	"Students (BSc, MSc, PhD)"	No answer	No	German	NA	
485658	Post doctorate or almost	Female	No	French	NA	
488728	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
503253	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
488727	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
486968	"Students (BSc, MSc, PhD)"	Male	No	Spanish	NA	
491515	"Students (BSc, MSc, PhD)"	Gender queer	Yes	NA	NA	
474420	"Students (BSc, MSc, PhD)"	Female	No	Costa Rican	NA	
505406	"Students (BSc, MSc, PhD)"	Female	No answer	Czech	NA	
486985	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
502934	"Students (BSc, MSc, PhD)"	Gender queer	Yes	German	NA	
506499	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
487213	Post doctorate or almost	Female	No	Dual nationality	NA	
486975	"Students (BSc, MSc, PhD)"	Female	No	Indian	NA	
487271	"Students (BSc, MSc, PhD)"	Female	No answer	Hungarian	NA	
483945	Professor or associate	Female	No	German	NA	
485590	"Students (BSc, MSc, PhD)"	Male	No	Indian	NA	
483714	Professor or associate	Female	No	German	NA	
487117	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
473731	Post doctorate or almost	Female	No	Danish	NA	
485541	Post doctorate or almost	Male	No	French	NA	
484915	Professor or associate	Male	No	French	no	
496553	Professor or associate	Male	No	Canadian	no	
487252	"Senior position, lecturers, researchers"	Male	No	Swiss	NA	
486939	Professor or associate	Male	No	German	NA	
487399	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
503206	"Students (BSc, MSc, PhD)"	Female	No	Luxembourgish	NA	
487383	Professor or associate	Female	No	NA	no	
483660	Professor or associate	Female	No	German	NA	
487241	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
483672	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
504330	"Students (BSc, MSc, PhD)"	Female	Yes	Finnish	NA	
484876	Post doctorate or almost	Female	No	German	NA	
487410	Professor or associate	Female	No	Austrian	NA	
487322	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
487217	"Students (BSc, MSc, PhD)"	Male	No	Spanish	NA	
498744	"Students (BSc, MSc, PhD)"	Female	No	Indian	NA	
487276	"Students (BSc, MSc, PhD)"	Female	No	Italian	NA	
488730	"Students (BSc, MSc, PhD)"	Male	No	Danish	NA	
473979	"Students (BSc, MSc, PhD)"	Female	No	NA	NA	
484766	Professor or associate	Female	No	British	NA	
485309	"Students (BSc, MSc, PhD)"	Female	No	Austrian	no	
487119	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
485273	"Senior position, lecturers, researchers"	Female	No	Colombian	NA	
486270	"Senior position, lecturers, researchers"	Female	No	Italian	NA	
486013	Post doctorate or almost	Female	Yes	German	NA	
486345	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
487142	"Students (BSc, MSc, PhD)"	Female	No answer	Spanish	NA	
502685	"Students (BSc, MSc, PhD)"	Female	Yes	French	NA	
486298	"Senior position, lecturers, researchers"	Female	No	German	NA	
487247	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
473716	Professor or associate	Female	No	Spanish	NA	
484722	Professor or associate	Female	No	Danish	NA	
503944	"Senior position, lecturers, researchers"	Male	No	Indian	NA	
487255	"Students (BSc, MSc, PhD)"	Male	No	Italian	NA	
482905	Professor or associate	Male	No	German	NA	
484700	"Students (BSc, MSc, PhD)"	Male	No	French	NA	
505627	"Students (BSc, MSc, PhD)"	Male	No	Indian	NA	
502776	Professor or associate	Female	No	American	no	
487364	"Senior position, lecturers, researchers"	Female	Yes	Israeli	NA	
491710	"Senior position, lecturers, researchers"	Male	No	Spanish	NA	
488813	Post doctorate or almost	Female	No	Italian	no	
487159	"Senior position, lecturers, researchers"	Male	No	NA	NA	
482953	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
467479	"Students (BSc, MSc, PhD)"	Female	Yes	German	No	
488747	Post doctorate or almost	Female	Yes	American	NA	
486818	"Senior position, lecturers, researchers"	Female	No	German	NA	
504527	"Students (BSc, MSc, PhD)"	Male	No	Italian	NA	
499448	"Students (BSc, MSc, PhD)"	Female	No	German	no	
486897	Post doctorate or almost	Male	No answer	Swiss	NA	
505491	"Students (BSc, MSc, PhD)"	Male	No	Dutch	NA	
483324	Professor or associate	No answer	No	Dual nationality	NA	
34575	Professor or associate	Female	No	German	no	
404672	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
473556	Professor or associate	Female	No	German	NA	
486699	Post doctorate or almost	Male	No	German	NA	
480459	Post doctorate or almost	Female	No	German	NA	
487218	Post doctorate or almost	Male	No	German	NA	
412388	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
486781	"Senior position, lecturers, researchers"	Male	No	German	NA	
487333	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
491326	Post doctorate or almost	Female	No	Dutch	NA	
483506	"Senior position, lecturers, researchers"	Female	No	Portugese	No.	
505332	"Senior position, lecturers, researchers"	Female	No	Indian	No	
502706	Post doctorate or almost	No answer	No	Indian	NA	
484137	"Students (BSc, MSc, PhD)"	Female	No answer	Indian	NA	
485800	"Students (BSc, MSc, PhD)"	Female	No answer	Indian	NA	
487347	Professor or associate	Male	No	British	NA	
487372	Post doctorate or almost	Female	No	French	NA	
486794	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
485993	"Students (BSc, MSc, PhD)"	Female	No	Finnish	NA	
504363	"Students (BSc, MSc, PhD)"	Male	No answer	German	NA	
503757	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
482239	Post doctorate or almost	No answer	No answer	NA	NA	
486233	"Students (BSc, MSc, PhD)"	No answer	No answer	NA	NA	
484755	Post doctorate or almost	Female	No	Slovenian	NA	
486280	Professor or associate	No answer	No	British	No	
487205	Post doctorate or almost	Female	No	Croatian	No.	
484982	Post doctorate or almost	Male	No answer	Greek	NA	
479193	"Students (BSc, MSc, PhD)"	Female	No	American	NA	
498857	Professor or associate	Female	No	NA	no	
487349	Post doctorate or almost	Male	Yes	German	NA	
486367	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
488836	"Students (BSc, MSc, PhD)"	No answer	No	Dual nationality	NA	
502294	"Students (BSc, MSc, PhD)"	Male	No	Swiss	NA	
483813	"Students (BSc, MSc, PhD)"	Female	No	Dutch	NA	
487263	"Students (BSc, MSc, PhD)"	Female	No	Croatian	NA	
486009	"Students (BSc, MSc, PhD)"	Female	No answer	NA	NA	
497642	"Students (BSc, MSc, PhD)"	Male	No	German	NA	
487311	"Students (BSc, MSc, PhD)"	Female	No	Danish	NA	
486047	"Senior position, lecturers, researchers"	Female	No	British	NA	
487233	"Students (BSc, MSc, PhD)"	Male	No	Croatian	NA	
487339	Professor or associate	Female	No	British	NA	
496136	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
487133	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
474464	Professor or associate	Male	No	British	NA	
506849	Professor or associate	Female	No answer	German	NA	
487225	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
496562	Professor or associate	Female	No	Australian	No	
488842	"Students (BSc, MSc, PhD)"	Female	No	Austrian	NA	
504530	Professor or associate	Female	No	Dual nationality	No	
487064	"Students (BSc, MSc, PhD)"	Female	No answer	German	NA	
485641	Post doctorate or almost	Female	No	Polish	NA	
487277	"Students (BSc, MSc, PhD)"	Female	No	Hungarian	no	
467202	"Students (BSc, MSc, PhD)"	Female	No	Austrian	NA	
487250	"Senior position, lecturers, researchers"	No answer	No	British	no	
487426	"Students (BSc, MSc, PhD)"	Female	No	British	NA	
487128	"Students (BSc, MSc, PhD)"	Female	No	NA	NA	
481702	Post doctorate or almost	Gender queer	Yes	Austrian	no	
498891	"Senior position, lecturers, researchers"	No answer	No answer	NA	NA	
485238	Post doctorate or almost	Female	No	German	NA	
487238	Professor or associate	Female	No	Austrian	NA	
487235	Professor or associate	Male	No	Austrian	NA	
485952	"Students (BSc, MSc, PhD)"	Female	No answer	Japanese	NA	
488709	Post doctorate or almost	Female	No	Australian	No	
407555	"Students (BSc, MSc, PhD)"	Male	No	NA	NA	
486246	"Senior position, lecturers, researchers"	Female	No	Austrian	NA	
487806	"Students (BSc, MSc, PhD)"	Gender queer	Yes	NA	"Autism, so a low-irritant retreat option would be great, also, since I have troubles orientating, help with that in the conference building / uni would be wonderful"	
487266	Post doctorate or almost	Female	No	Mexican	NA	
499328	"Senior position, lecturers, researchers"	Male	No	Dual nationality	NA	
487411	"Students (BSc, MSc, PhD)"	Female	No answer	American	NA	
504262	Post doctorate or almost	Female	No	Indian	NA	
481089	Professor or associate	Male	No	British	n/a	
486834	"Students (BSc, MSc, PhD)"	Female	No	Norwegian	NA	
398722	"Senior position, lecturers, researchers"	Male	No	German	NA	
487764	"Students (BSc, MSc, PhD)"	Male	Yes	French	NA	
486277	"Students (BSc, MSc, PhD)"	Female	No answer	French	No	
487374	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
488540	"Students (BSc, MSc, PhD)"	Female	No	German	"For me vegan and vegetarian is fine, but I prefer vegan :)"	
482610	"Senior position, lecturers, researchers"	Female	No	Algerian	NA	
491785	Professor or associate	Male	No answer	German	NA	
487265	Post doctorate or almost	Male	No	American	NA	
484774	Post doctorate or almost	Female	No	French	NA	
487223	"Students (BSc, MSc, PhD)"	Female	No	Czech	NA	
485531	"Students (BSc, MSc, PhD)"	Female	No	Australian	NA	
487373	"Students (BSc, MSc, PhD)"	Female	No	Swiss	NA	
485981	"Students (BSc, MSc, PhD)"	Male	No	Taiwanese	NA	
480681	"Students (BSc, MSc, PhD)"	Female	Yes	British	NA	
486601	Professor or associate	Female	No	Swiss	NA	
486338	"Students (BSc, MSc, PhD)"	Female	Yes	German	NA	
486997	"Students (BSc, MSc, PhD)"	Female	No	Dutch	NA	
486785	Professor or associate	Female	No	Swiss	NA	
499942	"Students (BSc, MSc, PhD)"	Male	No answer	Dutch	NA	
505135	"Students (BSc, MSc, PhD)"	Female	No	NA	NA	
484034	"Students (BSc, MSc, PhD)"	Female	Yes	Dutch	NA	
487416	"Students (BSc, MSc, PhD)"	Gender queer	Yes	Portugese	NA	
485570	"Students (BSc, MSc, PhD)"	Female	No	NA	NA	
491595	Post doctorate or almost	Male	No	German	NA	
487861	Post doctorate or almost	Male	No	Italian	NA	
502344	"Students (BSc, MSc, PhD)"	Male	No	Dutch	NA	
482135	Post doctorate or almost	Female	No	French	NA	
488783	Post doctorate or almost	Male	No	Belgian	/	
505232	"Senior position, lecturers, researchers"	Female	No	Belgian	NA	
506112	"Senior position, lecturers, researchers"	No answer	No answer	NA	NA	
498528	"Students (BSc, MSc, PhD)"	Male	No	Greek	NA	
487632	"Students (BSc, MSc, PhD)"	No answer	No	Croatian	NA	
486791	"Students (BSc, MSc, PhD)"	Female	No	French	NA	
497118	"Senior position, lecturers, researchers"	Male	No answer	Australian	NA	
486300	"Students (BSc, MSc, PhD)"	Male	No	Japanese	NA	
480050	Post doctorate or almost	Female	No answer	German	NA	
487201	"Students (BSc, MSc, PhD)"	Female	No	German	NA	
488742	"Students (BSc, MSc, PhD)"	Female	Yes	Brazilian	NA	
485835	"Students (BSc, MSc, PhD)"	Male	No	British	NA	
485179	"Students (BSc, MSc, PhD)"	Female	Yes	German	NA	
487561	Post doctorate or almost	Female	No	Canadian	no	
487422	"Students (BSc, MSc, PhD)"	Female	No	British	NA	
487289	Post doctorate or almost	Male	No	New Zealand	I may have my 7-month old baby with me some of the time	
503632	"Senior position, lecturers, researchers"	Male	No	British	NA	
481995	"Senior position, lecturers, researchers"	Female	No	German	NA	
486950	Post doctorate or almost	Female	No	Austrian	NA	
487325	Post doctorate or almost	Female	Yes	American	NA	
485153	Professor or associate	Male	No	British	No	
483321	"Senior position, lecturers, researchers"	Female	No	American	NA	
486177	Post doctorate or almost	Female	No	Polish	NA	
487424	Professor or associate	Female	No	British	NA	
504482	"Students (BSc, MSc, PhD)"	Female	Yes	British	no	
486584	Professor or associate	Male	No	British	NA	
481739	"Students (BSc, MSc, PhD)"	Gender queer	Yes	Brazilian	NA	
497192	"Senior position, lecturers, researchers"	Female	No	American	NA	
487320	Post doctorate or almost	Female	No	American	NA	
485091	Post doctorate or almost	Female	No	Austrian	NA	
484763	"Senior position, lecturers, researchers"	Male	No answer	German	NA	
486954	Professor or associate	Female	No	German	NA	
483386	Professor or associate	Male	No	Swiss	NA	
485913	"Senior position, lecturers, researchers"	Male	Yes	British	NA	
497835	"Students (BSc, MSc, PhD)"	Male	No	Turkish	NA	
484987	"Students (BSc, MSc, PhD)"	Female	No	Japanese	NA	
219201	"Students (BSc, MSc, PhD)"	Male	No	Iranian	no	
484881	"Students (BSc, MSc, PhD)"	Female	No answer	Taiwanese	NA	
485840	"Students (BSc, MSc, PhD)"	Male	No	Turkish	NA	
487327	"Students (BSc, MSc, PhD)"	Female	No answer	Chinese	No	
487195	"Senior position, lecturers, researchers"	Female	No	Swiss	NA	
498464	Post doctorate or almost	Female	No	German	No	
488460	"Students (BSc, MSc, PhD)"	Male	No	Italian	NA	
487274	"Students (BSc, MSc, PhD)"	Female	No	Chinese	NA	
488348	"Students (BSc, MSc, PhD)"	Female	No answer	NA	NA	
506763	Post doctorate or almost	Male	No	German	NA	
487915	"Students (BSc, MSc, PhD)"	Gender queer	No answer	Italian	NA	
505896	"Students (BSc, MSc, PhD)"	Female	No answer	German	NA	
498562	Post doctorate or almost	Female	Yes	Italian	NA	
